,popularity
93935,1
93943,0
93945,2
93947,0
93951,0
93969,0
93975,0
93977,0
106333,0
106341,0
106343,0
106345,0
106347,0
106353,0
106357,0
106361,0
106363,0
106369,3
106373,0
106377,0
106381,0
106383,0
106387,0
106389,0
106393,0
106395,0
106403,0
106405,0
106407,0
106409,0
106411,0
106415,0
106417,0
106421,0
106425,0
106427,1
106429,0
106431,0
106433,0
106437,0
106443,0
106445,0
106447,0
106449,0
106453,0
106455,0
106459,0
106463,0
106465,0
106467,0
106469,0
106471,0
106473,0
106475,0
106477,1
106485,0
106489,0
106495,0
106497,0
106499,0
106503,0
106507,0
106511,8
106517,0
106519,0
106521,0
106523,0
106531,0
106543,0
106545,0
106549,1
106559,5
106563,5
106565,6
106567,7
106569,6
106571,10
106575,6
106577,6
106579,5
106581,0
106587,0
106589,1
106597,5
106599,10
106601,5
106607,5
106609,5
106611,5
106613,7
106617,5
106623,12
106625,8
106627,7
106631,7
106633,7
106661,5
106687,1
106707,0
106719,0
106921,0
106923,0
106925,0
106927,0
106933,0
106935,0
106939,0
106945,4
106951,0
106953,0
106955,0
106957,0
106961,0
106963,1
106965,0
106967,0
106969,0
106977,0
106981,0
106983,0
106987,0
106991,0
106993,0
106995,0
106997,0
106999,0
107001,0
107003,0
107005,0
107007,0
107009,0
107011,0
107013,0
107015,0
107017,0
107019,0
107021,0
107023,0
107025,0
107027,0
107029,0
107031,0
107033,0
107035,0
107037,0
107039,0
107041,0
107043,0
107045,0
107047,0
107049,0
107051,0
107053,0
107055,0
107057,0
107059,0
107061,0
107063,0
107065,0
107067,2
107069,0
107071,0
107073,0
107075,0
107077,0
107079,0
107081,0
107083,0
107085,0
107087,0
107089,0
107091,0
107093,0
107095,0
107097,0
107099,0
107101,0
107103,0
107105,0
107107,0
107109,0
107111,0
107113,0
107115,0
107117,0
107119,0
107120,0
107122,4
107124,4
107126,3
107128,2
107130,3
107132,4
107136,0
107138,5
107140,3
107142,0
107144,2
107150,0
107158,5
107162,0
107164,2
107168,3
107170,0
107172,0
107176,0
107178,0
107180,2
107182,3
107184,4
107186,2
107188,0
107190,0
107192,0
107194,4
107196,3
107198,5
107200,3
107202,4
107204,2
107206,4
107210,2
107212,4
107214,0
107218,3
107220,2
107232,3
107234,0
107238,0
107240,3
107242,3
107246,4
107250,4
107252,3
107254,4
107256,3
107260,3
107262,0
107266,3
107268,4
107270,3
107272,2
107274,0
107276,0
107278,0
107282,3
107286,3
107288,3
107290,0
107294,3
107296,2
107298,5
107300,4
107302,4
107304,4
107308,0
107310,0
107312,0
107314,0
107321,0
107323,0
107329,0
107331,0
107333,0
107335,0
107337,0
107339,0
107341,0
107343,0
107345,6
107347,0
107349,0
107353,0
107355,0
107357,0
107359,0
107361,0
107363,0
107365,2
107367,0
107369,0
107371,0
107373,0
107375,0
107377,0
107379,0
107381,0
107383,0
107385,0
107387,0
107389,0
107391,0
107393,0
107395,0
107397,0
107399,0
107401,0
107403,0
107405,0
107407,0
107409,0
107411,0
107413,0
107415,0
107417,0
107419,0
107421,0
107423,0
107425,0
107427,0
107431,9
107433,0
107435,0
107437,0
107439,0
107443,0
107445,0
107447,0
107449,10
107451,0
107453,0
107455,0
107459,0
107461,0
107463,0
107465,0
107467,0
107469,0
107473,0
107475,0
107477,0
107479,2
107481,0
107483,0
107485,0
107487,0
107489,0
107491,0
107495,0
107499,0
107501,0
107503,2
107505,0
107507,0
107509,0
107511,0
107513,0
107515,0
107517,0
107521,0
107523,7
107539,2
107543,0
107553,0
107561,0
107569,0
107573,0
107575,0
107577,0
107579,0
107581,0
107585,0
107591,1
107593,0
107595,0
107599,0
107601,0
107605,6
107607,0
107609,0
107613,0
107623,2
107627,0
107631,0
107637,0
107639,0
107643,0
107645,0
107647,0
107649,0
107651,0
107656,0
107664,0
107668,0
107670,0
107672,1
107674,0
107678,0
107682,0
107692,0
107698,0
107700,0
107702,0
107704,0
107721,0
107723,2
107725,5
107727,14
107729,1
107731,0
107733,0
107735,0
107737,0
107739,11
107741,0
107743,0
107745,1
107747,0
107749,0
107751,2
107753,0
107755,3
107757,0
107759,8
107761,0
107763,0
107765,0
107767,0
107769,0
107771,3
107773,0
107775,0
107777,0
107779,0
107781,0
107783,0
107785,15
107787,5
107789,10
107791,0
107793,2
107795,0
107797,1
107799,1
107801,0
107803,1
107805,0
107807,1
107809,0
107811,0
107813,14
107815,0
107819,0
107827,0
107833,0
107835,0
107839,0
107841,2
107847,0
107849,0
107851,0
107861,0
107863,0
107865,0
107867,0
107871,0
107873,0
107875,0
107879,0
107887,0
107891,0
107897,3
107899,0
107905,0
107907,0
107911,0
107913,0
107917,0
107923,0
107929,0
107935,0
107937,0
107941,0
107943,0
107945,0
107947,0
107949,0
107959,0
107961,0
107963,0
107967,0
107969,0
107971,0
107973,0
107975,0
107977,0
107979,0
107981,0
107985,0
107993,0
107995,0
107999,0
108001,0
108003,0
108005,0
108007,0
108009,0
108011,0
108013,0
108015,0
108017,0
108019,0
108021,0
108023,0
108027,0
108029,0
108031,0
108033,0
108039,0
108041,0
108043,0
108045,0
108047,0
108049,0
108053,0
108055,0
108057,0
108061,0
108069,0
108071,0
108073,1
108075,0
108077,0
108079,0
108083,0
108085,0
108087,0
108089,0
108091,0
108093,0
108095,0
108097,0
108099,0
108101,0
108103,0
108105,1
108107,0
108109,0
108113,0
108115,1
108117,0
108119,0
108121,1
108123,0
108125,1
108127,1
108129,3
108131,1
108133,1
108135,0
108137,2
108139,1
108141,1
108143,0
108145,1
108147,0
108149,2
108151,0
108153,2
108155,0
108157,2
108159,1
108161,0
108163,0
108165,1
108167,2
108169,1
108171,1
108173,1
108175,1
108177,0
108179,1
108181,1
108183,0
108185,0
108187,1
108189,3
108191,1
108193,0
108195,1
108197,1
108199,2
108201,2
108203,0
108205,0
108207,0
108209,0
108211,0
108213,0
108215,0
108217,0
108219,0
108223,0
108225,0
108227,0
108229,0
108233,0
108235,0
108241,0
108243,0
108245,0
108247,0
108255,0
108257,0
108259,0
108261,0
108263,0
108265,0
108267,0
108269,0
108271,0
108273,0
108275,0
108277,0
108279,0
108281,0
108283,0
108285,0
108287,0
108289,0
108291,0
108293,0
108295,0
108297,0
108303,0
108307,0
108315,2
108319,0
108320,63
108321,0
108322,53
108323,0
108324,53
108325,0
108326,52
108327,0
108328,57
108329,0
108330,60
108331,0
108332,52
108333,0
108334,51
108335,0
108336,53
108337,26
108338,60
108339,0
108340,52
108341,0
108342,53
108343,0
108344,53
108345,1
108346,58
108347,6
108348,56
108349,0
108350,56
108351,0
108352,53
108353,0
108354,62
108355,1
108356,55
108357,7
108358,53
108359,0
108360,54
108361,1
108362,51
108363,0
108364,59
108365,0
108366,53
108367,0
108368,65
108369,0
108370,52
108371,0
108372,54
108373,0
108374,51
108375,0
108376,71
108377,0
108378,58
108379,0
108380,61
108381,0
108382,55
108383,0
108384,53
108385,0
108386,63
108387,13
108388,53
108389,0
108390,53
108391,0
108392,51
108393,0
108394,55
108395,0
108396,53
108397,2
108398,57
108399,0
108400,51
108401,2
108402,55
108403,0
108404,59
108405,12
108406,55
108407,0
108408,56
108409,0
108410,55
108411,16
108412,56
108413,0
108414,60
108415,0
108416,51
108417,0
108418,52
108419,0
108420,52
108421,0
108422,57
108423,0
108424,51
108425,0
108426,55
108427,0
108428,58
108429,0
108430,51
108431,0
108432,56
108433,0
108434,53
108435,6
108436,55
108437,0
108438,56
108439,6
108440,62
108441,0
108442,58
108443,0
108444,55
108445,0
108446,58
108447,6
108448,64
108449,0
108450,63
108451,1
108452,60
108453,0
108454,55
108455,0
108456,59
108457,1
108458,52
108459,0
108460,51
108461,7
108462,58
108463,1
108464,55
108465,0
108466,55
108467,0
108468,57
108469,30
108470,55
108471,0
108472,65
108473,0
108474,55
108475,0
108476,56
108477,0
108478,50
108479,2
108480,58
108481,1
108482,51
108483,0
108484,56
108485,7
108486,50
108487,1
108488,53
108489,1
108490,59
108491,0
108492,50
108493,0
108494,56
108495,0
108496,58
108497,0
108498,58
108499,0
108500,52
108501,0
108502,50
108503,2
108504,60
108505,0
108506,53
108507,0
108508,52
108509,7
108510,57
108511,0
108512,59
108513,39
108514,63
108515,0
108516,51
108517,0
108518,51
108519,7
108520,54
108521,0
108522,65
108523,0
108524,59
108525,0
108526,52
108527,0
108528,64
108529,0
108530,51
108531,1
108532,58
108533,0
108534,56
108535,0
108536,52
108537,0
108538,64
108539,0
108540,56
108541,0
108542,55
108543,0
108544,55
108545,0
108546,56
108547,0
108548,65
108549,0
108550,56
108551,1
108552,58
108553,0
108554,56
108555,0
108556,56
108557,2
108558,59
108559,0
108560,55
108561,1
108562,62
108563,0
108564,62
108565,0
108566,69
108567,0
108568,59
108569,0
108570,66
108571,2
108572,54
108573,0
108574,53
108575,0
108576,51
108577,0
108578,59
108579,0
108580,55
108581,0
108582,57
108583,1
108584,60
108585,0
108586,51
108587,0
108588,52
108589,0
108590,52
108591,0
108592,63
108593,0
108594,58
108595,0
108596,60
108597,0
108598,54
108599,0
108600,58
108601,0
108602,51
108603,0
108604,55
108605,1
108606,54
108607,0
108608,56
108609,0
108610,51
108611,0
108612,60
108613,0
108614,66
108615,0
108616,52
108617,0
108618,52
108619,0
108620,54
108621,0
108622,51
108623,0
108624,62
108625,0
108626,60
108627,0
108628,55
108629,0
108630,61
108631,0
108632,54
108633,0
108634,52
108635,0
108636,51
108637,0
108638,54
108639,0
108640,53
108641,0
108642,54
108643,7
108644,51
108645,0
108646,63
108647,0
108648,54
108649,0
108650,59
108651,1
108652,53
108653,0
108654,54
108655,0
108656,55
108657,0
108658,54
108659,0
108660,58
108661,0
108662,51
108663,0
108664,56
108665,7
108666,54
108667,0
108668,59
108669,0
108670,56
108671,1
108672,51
108673,0
108674,51
108675,0
108676,51
108677,0
108678,52
108679,0
108680,66
108681,0
108682,55
108683,0
108684,51
108685,0
108686,55
108687,0
108688,51
108689,1
108690,51
108691,0
108692,58
108693,0
108694,53
108695,0
108696,63
108697,0
108698,53
108699,0
108700,50
108701,0
108702,56
108703,0
108704,55
108705,0
108706,50
108707,0
108708,63
108709,0
108710,55
108711,2
108712,57
108713,0
108714,58
108715,0
108716,59
108717,0
108718,57
108719,1
108720,61
108721,0
108722,55
108723,1
108724,59
108725,0
108726,53
108727,0
108728,62
108729,0
108730,62
108731,0
108732,61
108733,1
108734,58
108735,2
108736,53
108737,2
108738,61
108739,5
108740,56
108741,0
108742,53
108743,0
108744,57
108746,59
108747,9
108748,58
108749,0
108750,55
108751,2
108752,62
108753,5
108754,53
108755,5
108756,63
108757,2
108758,56
108759,0
108760,54
108761,1
108762,53
108763,19
108764,62
108765,0
108766,55
108767,3
108768,53
108769,9
108770,62
108771,0
108772,58
108773,5
108774,57
108775,2
108776,56
108777,0
108778,62
108779,2
108780,53
108781,0
108782,53
108783,0
108784,52
108785,0
108786,54
108787,0
108788,53
108790,55
108791,0
108792,53
108793,1
108794,52
108795,0
108796,54
108797,0
108798,63
108799,0
108800,53
108801,0
108802,53
108803,0
108804,59
108805,0
108806,61
108807,0
108808,53
108809,0
108810,59
108811,0
108812,53
108813,0
108814,55
108815,0
108816,54
108817,0
108818,65
108819,0
108820,65
108821,1
108822,58
108823,0
108824,56
108825,0
108826,53
108827,0
108828,61
108829,0
108830,59
108831,9
108832,53
108833,1
108834,54
108835,0
108836,53
108837,3
108838,60
108839,2
108840,61
108841,2
108842,54
108843,10
108844,54
108845,0
108846,53
108847,1
108848,55
108849,0
108850,57
108851,0
108852,54
108853,6
108854,52
108855,1
108856,55
108857,0
108858,53
108859,1
108860,53
108862,64
108863,0
108864,58
108865,0
108866,53
108867,0
108868,61
108869,0
108870,53
108871,0
108872,58
108873,0
108874,54
108875,0
108876,62
108877,1
108878,63
108879,0
108880,53
108881,5
108882,58
108883,0
108884,58
108885,0
108886,55
108887,0
108888,54
108889,2
108890,54
108891,0
108892,60
108893,0
108894,57
108895,0
108896,54
108897,0
108898,53
108899,0
108900,53
108901,0
108902,57
108903,0
108904,54
108905,0
108906,53
108907,0
108908,53
108909,0
108910,53
108911,0
108912,52
108913,0
108914,52
108916,67
108917,0
108918,52
108919,0
108920,57
108921,14
108922,64
108923,0
108924,55
108925,0
108926,58
108927,0
108928,56
108929,0
108930,63
108931,2
108932,58
108933,0
108934,54
108935,0
108936,57
108937,0
108938,66
108939,0
108940,62
108941,0
108942,60
108943,0
108944,55
108945,0
108946,57
108947,0
108948,58
108949,0
108950,63
108951,0
108952,64
108953,0
108954,54
108955,0
108956,53
108957,0
108958,56
108959,0
108960,54
108961,0
108962,54
108963,0
108964,59
108965,0
108966,62
108967,0
108968,57
108969,21
108970,58
108971,23
108972,55
108973,14
108974,58
108975,13
108976,59
108977,17
108978,54
108979,23
108980,64
108981,0
108982,59
108983,14
108984,62
108985,14
108986,57
108987,3
108988,55
108989,0
108990,62
108991,12
108992,54
108993,0
108994,59
108995,15
108996,55
108997,0
108998,58
108999,0
109000,61
109001,0
109002,64
109003,2
109004,58
109005,0
109006,58
109007,0
109008,54
109009,0
109010,64
109011,0
109012,56
109013,0
109014,59
109015,0
109016,58
109017,0
109018,56
109019,0
109020,57
109021,0
109022,54
109023,0
109024,55
109025,1
109026,57
109027,0
109028,58
109029,0
109030,63
109031,0
109032,54
109033,1
109034,62
109035,0
109036,54
109037,0
109038,58
109039,15
109040,57
109041,14
109042,62
109043,0
109044,53
109045,21
109046,55
109047,0
109048,56
109049,0
109050,65
109051,14
109052,56
109053,14
109054,64
109055,0
109056,53
109057,0
109058,60
109059,1
109060,54
109061,0
109062,68
109063,0
109064,55
109065,12
109066,62
109067,0
109068,54
109069,0
109070,56
109071,17
109072,54
109073,0
109074,56
109075,0
109076,57
109077,0
109078,54
109079,10
109080,53
109081,0
109082,63
109083,0
109084,55
109085,0
109086,54
109087,0
109088,61
109089,0
109090,58
109091,0
109092,55
109093,0
109094,60
109095,0
109096,56
109097,2
109098,56
109099,2
109100,60
109101,1
109102,55
109103,0
109104,54
109105,3
109106,57
109107,2
109108,59
109109,0
109110,54
109111,0
109112,60
109113,0
109114,61
109115,1
109116,57
109117,0
109118,53
109119,1
109120,55
109121,0
109122,61
109123,0
109124,64
109125,1
109126,58
109127,0
109128,62
109129,15
109130,55
109131,0
109132,57
109133,0
109134,56
109135,0
109136,59
109137,0
109138,57
109139,0
109140,63
109141,0
109142,57
109143,0
109144,56
109145,0
109146,59
109147,0
109148,64
109149,0
109150,67
109151,0
109152,59
109153,0
109154,59
109156,57
109157,7
109158,64
109159,0
109160,56
109161,0
109162,57
109164,59
109165,2
109166,59
109167,3
109168,55
109169,0
109170,73
109171,10
109172,55
109173,2
109174,56
109175,1
109176,56
109177,0
109178,59
109179,18
109180,55
109181,0
109182,58
109183,0
109184,67
109185,0
109186,59
109187,9
109188,56
109189,0
109190,58
109191,6
109192,56
109193,3
109194,55
109195,0
109196,62
109197,0
109198,67
109199,0
109200,61
109201,0
109202,64
109203,0
109204,55
109205,0
109206,57
109207,0
109208,69
109209,0
109210,59
109211,0
109212,57
109214,55
109215,0
109216,55
109217,0
109218,63
109219,0
109220,60
109221,0
109222,60
109223,0
109224,54
109225,0
109226,69
109227,0
109228,56
109229,0
109230,62
109231,0
109232,55
109233,0
109234,62
109235,1
109236,56
109237,1
109238,55
109239,0
109240,62
109241,0
109242,59
109243,0
109244,60
109245,0
109246,55
109247,0
109248,58
109249,0
109250,54
109251,0
109252,56
109253,0
109254,65
109255,0
109256,68
109257,0
109258,67
109259,0
109260,60
109261,0
109262,62
109263,0
109264,55
109265,3
109266,58
109267,0
109268,54
109269,0
109270,54
109271,0
109272,58
109273,0
109274,58
109275,0
109276,64
109277,0
109278,65
109279,0
109280,59
109281,0
109282,60
109283,0
109284,54
109285,0
109286,57
109287,0
109288,57
109289,0
109290,64
109291,11
109292,61
109293,0
109294,62
109295,0
109296,61
109297,0
109298,61
109299,0
109300,58
109301,0
109302,55
109303,2
109304,54
109305,0
109306,54
109307,0
109308,61
109309,0
109310,54
109311,0
109312,58
109313,1
109314,56
109315,1
109316,55
109317,0
109318,55
109319,0
109320,62
109321,0
109322,62
109323,0
109324,62
109325,0
109326,66
109327,0
109328,59
109329,0
109330,62
109331,0
109332,64
109333,0
109334,59
109335,0
109336,72
109337,0
109338,66
109339,0
109340,62
109341,4
109342,60
109343,0
109344,58
109345,0
109346,66
109347,0
109348,60
109349,1
109350,63
109351,0
109352,61
109353,0
109354,67
109355,7
109356,66
109357,0
109358,59
109359,0
109360,58
109361,0
109362,59
109363,0
109364,65
109365,0
109366,58
109367,1
109368,61
109369,3
109370,60
109371,0
109372,58
109373,0
109374,59
109375,1
109376,59
109377,1
109378,63
109380,58
109382,60
109384,62
109386,61
109388,67
109390,63
109391,0
109392,62
109394,60
109396,65
109398,61
109399,0
109400,60
109402,61
109403,0
109404,68
109405,3
109406,65
109408,59
109410,58
109411,2
109412,62
109413,0
109414,60
109415,0
109416,57
109417,4
109418,57
109419,0
109420,60
109421,3
109422,64
109423,3
109424,57
109425,5
109426,63
109427,3
109428,61
109429,4
109430,66
109431,4
109432,58
109433,0
109434,58
109435,4
109436,59
109437,0
109438,59
109439,0
109440,64
109441,0
109442,61
109443,0
109444,60
109445,0
109446,65
109447,0
109448,71
109449,0
109450,60
109451,0
109452,61
109453,0
109454,58
109455,1
109456,59
109457,0
109458,60
109459,0
109460,56
109462,62
109464,57
109466,63
109468,58
109469,0
109470,58
109472,61
109474,59
109476,62
109478,58
109480,59
109481,0
109482,56
109484,63
109486,61
109488,61
109490,61
109491,4
109492,60
109494,58
109496,67
109497,4
109498,60
109499,2
109500,56
109501,3
109502,66
109503,4
109504,68
109506,63
109508,60
109510,59
109512,63
109513,4
109514,64
109515,3
109516,68
109517,2
109518,57
109519,4
109520,62
109521,2
109522,61
109523,3
109524,60
109525,2
109526,61
109527,0
109528,63
109529,1
109530,59
109531,0
109532,61
109533,3
109534,60
109535,0
109536,67
109537,0
109538,59
109539,0
109540,58
109541,0
109542,64
109543,0
109544,62
109545,0
109546,61
109547,0
109548,61
109549,4
109550,68
109551,0
109552,63
109553,0
109554,61
109555,1
109556,61
109557,1
109558,63
109559,2
109560,65
109561,1
109562,61
109563,0
109564,60
109565,0
109566,61
109567,1
109568,64
109569,1
109570,67
109571,0
109572,65
109573,1
109574,62
109575,2
109576,69
109577,2
109578,64
109579,2
109580,66
109581,3
109582,63
109583,2
109584,63
109585,0
109586,60
109587,3
109588,58
109589,7
109590,63
109591,2
109592,60
109593,0
109594,64
109595,2
109596,61
109597,0
109598,60
109599,1
109600,69
109601,1
109602,62
109603,3
109604,73
109605,0
109606,60
109607,0
109608,61
109609,0
109610,63
109611,0
109612,64
109613,0
109614,61
109615,0
109616,65
109617,0
109618,61
109619,0
109620,59
109621,1
109622,65
109623,0
109624,57
109625,0
109626,62
109627,2
109628,62
109629,0
109630,60
109631,0
109632,61
109633,0
109634,60
109635,2
109636,61
109637,0
109638,67
109639,0
109640,62
109641,1
109642,64
109643,0
109644,66
109645,2
109646,61
109647,3
109648,63
109649,1
109650,59
109651,2
109652,64
109653,2
109654,58
109655,3
109656,62
109657,0
109658,60
109659,3
109660,64
109661,0
109662,64
109663,1
109664,63
109665,2
109666,59
109667,9
109668,64
109669,1
109670,63
109671,0
109672,58
109673,0
109674,58
109675,1
109676,58
109677,0
109678,69
109679,0
109680,73
109681,2
109682,58
109683,0
109684,58
109685,0
109686,72
109687,0
109688,67
109689,0
109690,60
109691,0
109692,69
109693,4
109694,61
109695,0
109696,66
109697,0
109698,65
109699,0
109700,67
109701,1
109702,62
109703,0
109704,65
109705,1
109706,63
109707,1
109708,70
109709,0
109710,62
109712,65
109713,0
109714,64
109715,0
109716,66
109717,0
109718,68
109719,1
109720,66
109721,0
109722,68
109723,0
109724,70
109725,4
109726,67
109727,0
109728,68
109729,0
109730,75
109731,0
109732,68
109733,1
109734,71
109735,0
109736,65
109737,4
109738,68
109739,0
109740,66
109741,2
109742,69
109743,1
109744,70
109745,0
109746,68
109747,1
109748,69
109749,0
109750,67
109751,0
109752,69
109753,0
109754,66
109755,2
109756,66
109757,0
109758,69
109759,1
109760,68
109761,0
109762,64
109763,2
109764,64
109765,2
109766,65
109767,0
109768,70
109769,0
109770,63
109771,1
109772,73
109773,2
109774,71
109775,0
109776,66
109777,0
109778,76
109779,0
109780,68
109781,0
109782,70
109783,1
109784,66
109785,3
109786,70
109787,0
109788,68
109789,1
109790,71
109791,1
109792,67
109793,2
109794,67
109795,1
109796,65
109797,1
109798,73
109799,1
109800,70
109801,0
109802,67
109803,0
109804,65
109805,0
109806,64
109807,2
109808,68
109809,0
109810,67
109811,0
109812,70
109813,0
109814,71
109815,0
109816,63
109817,0
109818,74
109819,0
109820,68
109821,0
109822,68
109823,0
109824,65
109825,2
109826,76
109827,0
109828,67
109829,1
109830,67
109831,3
109832,63
109833,0
109834,69
109835,0
109836,65
109837,0
109838,66
109839,3
109840,73
109841,3
109842,68
109843,2
109844,69
109845,3
109846,72
109847,2
109848,65
109849,0
109850,68
109851,12
109852,68
109853,2
109854,74
109855,0
109856,66
109857,0
109858,67
109859,0
109860,79
109861,0
109862,66
109863,0
109864,68
109865,0
109866,67
109867,3
109868,71
109869,0
109870,69
109871,0
109872,70
109873,0
109874,64
109875,0
109876,70
109877,0
109878,71
109879,0
109880,63
109881,0
109882,66
109883,0
109884,67
109885,0
109886,65
109887,2
109888,72
109889,0
109890,63
109891,0
109892,70
109893,0
109894,67
109895,0
109896,64
109897,0
109898,72
109899,13
109900,68
109901,0
109902,69
109903,8
109904,68
109905,0
109906,69
109907,0
109908,67
109909,18
109910,67
109911,16
109912,68
109913,0
109914,73
109915,1
109916,68
109917,18
109918,66
109919,20
109920,76
109921,25
109922,81
109923,25
109924,78
109925,16
109926,75
109927,25
109928,78
109929,24
109930,74
109931,26
109932,70
109933,14
109934,73
109935,20
109936,74
109937,19
109938,75
109939,19
109940,73
109941,19
109942,75
109944,74
109945,18
109946,78
109947,15
109948,73
109950,72
109952,76
109953,16
109954,73
109955,16
109956,71
109958,72
109960,74
109962,78
109963,16
109964,70
109965,16
109966,71
109967,16
109968,72
109969,16
109970,73
109971,12
109972,74
109973,23
109974,71
109975,19
109976,74
109977,18
109978,80
109979,18
109980,73
109981,19
109982,80
109983,24
109984,72
109985,16
109986,76
109987,16
109988,73
109989,17
109990,73
109991,28
109992,72
109993,24
109994,71
109995,24
109996,79
109997,24
109998,71
109999,14
110000,78
110001,15
110002,73
110003,16
110004,72
110005,15
110006,73
110007,15
110008,72
110009,15
110010,76
110011,15
110012,78
110013,16
110014,83
110015,15
110016,71
110017,17
110018,74
110019,15
110020,70
110021,15
110022,73
110023,17
110024,71
110025,31
110026,77
110027,31
110028,74
110029,23
110030,87
110031,18
110032,78
110033,19
110034,76
110035,19
110036,73
110037,16
110038,75
110039,17
110040,73
110041,24
110042,78
110043,24
110044,69
110045,11
110046,68
110048,77
110050,73
110052,70
110053,14
110054,75
110056,72
110057,14
110058,78
110059,24
110060,71
110061,22
110062,75
110063,23
110064,73
110065,13
110066,74
110067,16
110068,70
110069,15
110070,72
110071,16
110072,74
110073,16
110074,70
110075,15
110076,73
110077,15
110078,78
110079,15
110080,73
110081,19
110082,71
110083,13
110084,73
110085,13
110086,73
110087,16
110088,75
110089,16
110090,72
110091,16
110092,83
110093,17
110094,72
110095,18
110096,77
110097,17
110098,71
110099,22
110100,76
110101,18
110102,72
110103,23
110104,78
110105,16
110106,73
110107,12
110108,70
110109,14
110110,69
110111,13
110112,83
110113,13
110114,74
110115,13
110116,71
110117,15
110118,74
110119,16
110121,0
110123,0
110131,0
110143,0
110145,0
110149,1
110159,5
110163,5
110165,6
110167,7
110169,6
110171,10
110175,6
110177,6
110179,5
110181,0
110187,0
110189,1
110197,5
110199,10
110201,5
110207,5
110209,5
110211,5
110213,7
110217,5
110223,12
110225,8
110227,7
110231,7
110233,7
110261,5
110287,1
110307,0
110319,0
122496,0
122498,5
122500,0
122504,0
122506,0
122508,0
122510,0
122514,0
122516,1
122520,2
122522,2
122524,0
122526,4
122528,0
122530,0
122532,0
122536,0
122538,0
122540,0
122542,0
122546,0
122548,8
122550,0
122552,1
122554,0
122556,0
122558,9
122564,1
122566,0
122568,0
122570,1
122572,0
122578,0
122582,0
122584,0
122586,0
122588,0
122592,0
122594,9
122596,0
122598,0
122604,0
122606,0
122608,8
122610,0
122612,1
122614,8
122616,3
122620,1
122624,0
122626,11
122628,0
122632,0
122634,0
122636,0
122638,0
122642,0
122648,1
122650,1
122654,0
122656,1
122660,0
122662,0
122664,4
122666,0
122670,0
122672,0
122674,0
122676,0
122678,0
122680,0
122682,0
122684,0
122686,0
122688,0
122690,2
122692,0
122694,1
122702,0
122704,0
122712,0
122730,0
122734,0
122740,0
122748,0
122750,0
122752,0
122754,0
122764,0
122772,0
122784,0
122788,0
122806,0
122832,0
122834,0
122862,0
122864,0
122866,0
122868,0
122872,10
122874,0
122880,1
122882,9
122884,0
122888,0
122890,0
122892,0
122894,0
123096,0
123098,1
123100,0
123102,0
123104,0
123106,0
123108,0
123110,0
123112,0
123114,0
123116,0
123118,0
123120,0
123122,0
123124,1
123126,0
123128,0
123130,0
123132,0
123134,0
123136,0
123138,0
123140,0
123142,0
123144,0
123146,0
123148,0
123156,0
123160,0
123162,0
123164,0
123172,0
123176,0
123178,0
123182,0
123186,0
123188,0
123194,0
123196,0
123198,2
123200,0
123202,3
123204,0
123208,0
123210,1
123212,0
123214,0
123216,0
123218,0
123220,0
123226,0
123228,5
123230,5
123232,3
123234,0
123236,8
123238,1
123240,2
123242,3
123244,6
123246,0
123248,6
123250,2
123252,0
123254,0
123256,2
123258,3
123260,6
123262,6
123264,2
123266,0
123268,4
123270,0
123272,1
123274,2
123276,7
123278,2
123280,3
123282,3
123284,5
123286,6
123288,6
123290,5
123292,2
123294,1
123297,0
123299,0
123305,0
123307,0
123309,0
123311,0
123317,13
123319,0
123321,0
123325,11
123331,10
123335,0
123337,0
123339,0
123341,0
123345,0
123347,0
123353,0
123357,0
123359,0
123361,0
123363,0
123365,0
123367,0
123373,0
123379,0
123381,0
123385,0
123389,0
123391,0
123393,0
123397,0
123399,0
123401,0
123409,0
123411,0
123413,0
123415,0
123419,0
123421,0
123423,0
123425,0
123427,0
123433,0
123435,0
123439,5
123443,0
123447,0
123449,0
123451,0
123461,0
123463,0
123465,3
123467,0
123471,0
123473,0
123475,11
123477,0
123479,0
123481,0
123483,0
123487,0
123489,0
123491,0
123493,0
123496,0
123498,0
123500,0
123502,0
123504,0
123506,0
123508,0
123510,0
123512,0
123514,0
123520,0
123522,0
123524,0
123526,0
123530,0
123532,0
123534,0
123536,0
123538,0
123540,0
123544,0
123546,0
123548,0
123550,0
123552,0
123554,0
123556,0
123558,6
123560,0
123562,0
123564,0
123566,1
123568,0
123570,0
123572,0
123574,0
123576,0
123578,0
123580,0
123582,0
123584,0
123586,0
123588,0
123590,0
123592,0
123594,0
123596,0
123598,0
123602,0
123604,0
123606,0
123608,0
123612,0
123616,0
123618,0
123620,0
123622,0
123624,0
123628,0
123630,0
123632,0
123634,0
123638,0
123640,1
123642,0
123644,0
123646,0
123648,0
123650,0
123652,0
123654,0
123658,0
123660,0
123662,0
123666,0
123668,0
123670,0
123672,0
123674,0
123676,0
123678,0
123680,0
123684,0
123686,0
123688,0
123690,0
123692,0
123694,0
123695,0
123697,0
123843,0
123845,0
123847,0
123849,1
123853,0
123855,0
123857,0
123859,0
123861,0
123863,0
123865,0
123867,0
123869,0
123873,1
123875,0
123877,0
123879,0
123881,0
123885,0
123887,0
123889,0
123891,0
123900,0
123906,0
123910,0
123914,0
123916,0
123920,0
123922,0
123924,0
123926,0
123928,0
123930,0
123932,0
123936,0
123938,0
123940,0
